o,d,cargo_type,share,base_cost,base_modes,base_road,base_rail,base_water,base_sea,same_found,same_cost,same_switch,same_pen,same_road,same_rail,same_water,same_sea,same_modes,free_found,free_cost,free_switch,free_pen,free_road,free_rail,free_water,free_sea,free_modes,chosen,rel,pen,delivered_score,outcome
6142,2311,dry_bulk,0.2,42.44438355721604,maritime+multimodal+waterways+multimodal+roads,92.54060835346725,0.0,828.3719812784883,3855.776445899726,True,72.68117999296024,True,1000.0,180.87341386272018,0.0,743.0983206243022,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,42.770634999051005,True,1000.0,343.9338393589638,0.0,292.9203279624922,2891.7307592985644,maritime+multimodal+waterways+multimodal+roads,free,0.007686563321037898,1000.0,200.00153731266423,gives_up
6142,2335,dry_bulk,0.2,40.464024306218796,maritime+multimodal+waterways+multimodal+roads,53.962181385988394,0.0,828.3719812784883,3855.776445899726,True,70.700820741963,True,1000.0,142.29498689524135,0.0,743.0983206243022,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,42.686603488933414,True,1000.0,53.962181385988394,450.9231724310966,0.0,3269.64156925428,maritime+multimodal+railways+multimodal+roads,free,0.05492728963127469,1000.0,200.01098545792627,gives_up
6142,2347,dry_bulk,0.2,42.053005930145204,maritime+multimodal+waterways+multimodal+roads,84.91636886507443,0.0,828.3719812784883,3855.776445899726,True,72.28980236588941,True,1000.0,173.24917437432737,0.0,743.0983206243022,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,42.2556232916262,True,1000.0,407.3311135143182,0.0,0.0,3269.64156925428,maritime+multimodal+roads,free,0.004818142175557316,1000.0,200.0009636284351,gives_up
6142,699,dry_bulk,0.2,34.59349203068275,maritime+multimodal+waterways+multimodal+roads,0.10106237396258157,0.0,638.2426513033652,3855.776445899726,True,55.10834206036566,True,1000.0,88.43386788321553,0.0,552.9689906491791,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,42.77052261887696,True,1000.0,196.95016723288487,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.23637482393918452,1000.0,200.04727496478785,gives_up
6142,1728,dry_bulk,0.2,37.071991709085246,maritime+multimodal+waterways+multimodal+roads,91.96647030167068,0.0,505.4691755901738,3855.776445899726,True,41.27984784959642,False,0.0,71.47830316241235,0.0,671.0390853756073,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,True,39.060022653604165,True,1000.0,248.89464144643105,0.0,146.55284653789425,3833.4742636248043,maritime+multimodal+waterways+multimodal+roads,same,0.11350499248951751,0.0,0.022700998497903503,delivers_same
6142,1553,dry_bulk,0.2,33.26479703703738,maritime+multimodal+waterways+multimodal,0.0,0.0,559.867863796448,3855.776445899726,False,,,,,,,,,True,39.112365562925916,True,1000.0,125.68736744163073,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.17578849254296625,1000.0,200.0351576985086,gives_up
6142,1552,dry_bulk,0.2,33.66877642629205,maritime+multimodal+waterways+multimodal+roads,25.670068688816244,0.0,505.4691755901738,3855.776445899726,True,37.977357888846925,True,1000.0,89.09252756705003,0.0,414.51666729651896,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,True,37.921945259938255,True,1000.0,102.49736153927371,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.12632383130872826,1000.0,200.02526476626176,gives_up
6142,1272,dry_bulk,0.2,33.732841299478444,maritime+multimodal+waterways+multimodal+roads,9.117745372228498,0.0,559.867863796448,3855.776445899726,True,52.85602491917123,True,1000.0,97.00245225945577,0.0,479.6439210633676,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,39.58040982536698,True,1000.0,134.80511281385924,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.1733494215317981,1000.0,200.03466988430637,gives_up
6142,281,dry_bulk,0.2,33.76614437022754,maritime+multimodal+waterways+multimodal+roads,1.8419286483586,0.0,582.3661235509134,3855.776445899726,True,52.763047087165894,True,1000.0,90.17473415761155,0.0,497.09246289672734,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.17250241310863,True,1000.0,146.33938400363166,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.18972725972615745,1000.0,200.03794545194523,gives_up
6142,891,dry_bulk,0.2,32.508728269818995,maritime+multimodal+waterways+multimodal+roads,3.0717279783022433,0.0,505.4691755901738,3855.776445899726,True,51.50563098675734,True,1000.0,91.4045334875552,0.0,420.1955149359879,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,38.204757410966785,True,1000.0,108.00668915671247,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.17521537889367278,1000.0,200.03504307577873,gives_up
6142,930,dry_bulk,0.2,37.845859959141144,maritime+multimodal+waterways+multimodal+roads,23.59886555092788,0.0,760.4797332258158,3855.776445899726,True,56.84276267607948,True,1000.0,111.93167106018083,0.0,675.2060725716298,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.86713910749392,True,1000.0,14.20434502292087,368.5315763302671,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.1855230441568254,1000.0,200.03710460883138,gives_up
6142,671,dry_bulk,0.2,36.8674504073518,maritime+multimodal+waterways+multimodal,0.0,0.0,775.9434260153126,3855.776445899726,False,,,,,,,,,True,45.055254887236416,True,1000.0,0.0,394.9048770482668,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.22208762443339114,1000.0,200.04441752488668,gives_up
6142,672,dry_bulk,0.2,40.09977133331417,maritime+multimodal+waterways+multimodal+roads,62.967290765500785,0.0,775.9434260153126,3855.776445899726,True,59.09667405025251,True,1000.0,151.30009627475374,0.0,690.6697653611266,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.18594346688263,True,1000.0,0.0,635.5060066477724,0.0,3269.64156925428,maritime+multimodal+railways+multimodal,free,0.15177573166139657,1000.0,200.03035514633228,gives_up
6142,929,dry_bulk,0.2,37.31057186356661,maritime+multimodal+waterways+multimodal+roads,40.080098218642256,0.0,682.7634908747832,3855.776445899726,True,57.571919053922755,True,1000.0,126.13601608310171,0.0,675.2060725716298,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.137982729650645,True,1000.0,0.0,368.5315763302671,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.18298864169248863,1000.0,200.0365977283385,gives_up
6142,1322,dry_bulk,0.2,35.253126821676304,maritime+multimodal+waterways+multimodal,0.0,0.0,682.7634908747832,3855.776445899726,False,,,,,,,,,True,44.48541267569495,True,1000.0,230.35711639167698,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.2618855882123323,1000.0,200.05237711764246,gives_up
6142,928,dry_bulk,0.2,35.63138853346669,maritime+multimodal+waterways+multimodal+roads,7.368734645267233,0.0,682.7634908747832,3855.776445899726,True,54.628291250405034,True,1000.0,95.70154015452019,0.0,597.4898302205971,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.86367438748534,True,1000.0,237.72585103694422,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.25910541895798556,1000.0,200.05182108379162,gives_up
6142,1269,dry_bulk,0.2,39.63096688925166,maritime+multimodal+waterways+multimodal+roads,85.28259871900035,0.0,682.7634908747832,3855.776445899726,True,62.85926569830522,True,1000.0,163.3748647430267,0.0,879.7857773620085,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,48.693966067679945,True,1000.0,158.35025557955328,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.2286847859088259,1000.0,200.0457369571818,gives_up
6142,1109,dry_bulk,0.2,36.53241549506544,maritime+multimodal+waterways+multimodal+roads,24.289232740958152,0.0,684.2659344359806,3855.776445899726,True,55.529318212003794,True,1000.0,112.6220382502111,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,43.94783594673986,True,1000.0,65.89317530149953,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.20298193675904175,1000.0,200.0405963873518,gives_up
6142,673,dry_bulk,0.2,40.68175472442578,maritime+multimodal+waterways+multimodal+roads,74.30462955338919,0.0,775.9434260153126,3855.776445899726,True,59.678657441364116,True,1000.0,162.63743506264214,0.0,690.6697653611266,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.76792685799423,True,1000.0,11.337338787888406,635.5060066477724,0.0,3269.64156925428,maritime+multimodal+railways+multimodal+roads,free,0.1496044645762109,1000.0,200.02992089291524,gives_up
6142,2038,dry_bulk,0.2,36.353154431811284,maritime+multimodal+waterways+multimodal+roads,49.29726616677415,0.0,593.638367689218,3855.776445899726,True,55.434121909168574,True,1000.0,134.40226134804863,0.0,523.2829284703415,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,42.671069747780315,True,1000.0,0.0,325.41929726173765,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.17379276749751482,1000.0,200.0347585534995,gives_up
6142,2067,dry_bulk,0.2,37.647773628138,maritime+multimodal+waterways+multimodal+roads,39.44127812963945,0.0,704.4524826231954,3855.776445899726,True,61.548153032641565,True,1000.0,127.77408363889239,0.0,619.1788219690093,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,44.363246983938424,True,1000.0,39.44127812963945,377.3811803465984,146.55284653789425,3833.4742636248043,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.17837637418169328,1000.0,200.03567527483634,gives_up
6142,285,dry_bulk,0.2,34.64687956154185,maritime+multimodal+waterways+multimodal+roads,16.05814531736965,0.0,593.638367689218,3855.776445899726,True,53.72784703889914,True,1000.0,101.16314049864413,0.0,523.2829284703415,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,41.89185300488374,True,1000.0,179.83322670054955,0.0,392.02141946212976,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.2091089741710488,1000.0,200.04182179483422,gives_up
6142,360,dry_bulk,0.2,37.31465947657901,maritime+multimodal+waterways+multimodal+roads,2.747899980959438,0.0,796.63327822759,3855.776445899726,True,65.92855022965394,True,1000.0,91.08070549021238,0.0,711.359617573404,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.69249949792609,True,1000.0,2.747899980959438,278.2951934807291,452.9669790583067,2891.7307592985644,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.0905231367170114,1000.0,200.0181046273434,gives_up
6142,710,dry_bulk,0.2,36.57087719501699,maritime+multimodal+waterways+multimodal+roads,18.462776185723687,0.0,704.4524826231954,3855.776445899726,True,60.47125659952055,True,1000.0,106.79558169497663,0.0,619.1788219690093,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,43.28635055081741,True,1000.0,18.462776185723687,377.3811803465984,146.55284653789425,3833.4742636248043,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.18362899309167902,1000.0,200.03672579861836,gives_up
6142,2302,dry_bulk,0.2,38.13260867862802,maritime+multimodal+waterways+multimodal+roads,8.544993835518667,0.0,828.3719812784883,3855.776445899726,True,68.36940511437221,True,1000.0,96.87779934477162,0.0,743.0983206243022,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,40.355187861342635,True,1000.0,8.544993835518667,450.9231724310966,0.0,3269.64156925428,maritime+multimodal+railways+multimodal+roads,free,0.05828552673765253,1000.0,200.01165710534755,gives_up
6142,52,dry_bulk,0.2,37.436954917708434,maritime+multimodal+waterways+multimodal+roads,15.633182925615356,0.0,760.4797332258158,3855.776445899726,True,56.43385763464677,True,1000.0,103.96598843486831,0.0,675.2060725716298,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,45.27604414892663,True,1000.0,22.170027648233393,368.5315763302671,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.2093944138472157,1000.0,200.04187888276945,gives_up
6142,624,dry_bulk,0.2,45.41309816256047,maritime+multimodal+waterways+multimodal+roads,105.25118614014254,0.0,965.0594380161945,3855.776445899726,True,52.673792449904695,False,0.05,450.2561568877118,0.0,238.2143785495571,4295.327167681763,maritime+multimodal+waterways+multimodal+roads,True,48.20522146242417,True,1000.0,49.6825328215927,610.0419821803497,0.0,3357.1678444776094,maritime+multimodal+railways+multimodal+roads,same,0.15988106033536575,0.05,0.04197621206707315,delivers_same
6142,1286,dry_bulk,0.2,46.47823947250853,maritime+multimodal+waterways+multimodal+roads,187.22316360694916,0.0,775.9434260153126,3855.776445899726,True,52.83145921786621,False,0.05,613.3538912982144,0.0,0.0,3269.64156925428,maritime+multimodal+roads,True,47.197123757007866,True,1000.0,30.04426583296324,610.0419821803497,0.0,3357.1678444776094,maritime+multimodal+railways+multimodal+roads,same,0.1366923493114569,0.05,0.03733846986229138,delivers_same
6142,1154,dry_bulk,0.2,47.07635844518948,maritime+multimodal+waterways+multimodal+roads,198.8748319059288,0.0,775.9434260153126,3855.776445899726,True,52.23334024518526,False,0.05,601.7022229992348,0.0,0.0,3269.64156925428,maritime+multimodal+roads,True,47.49115184523284,True,1000.0,35.77208573344995,610.0419821803497,0.0,3357.1678444776094,maritime+multimodal+railways+multimodal+roads,same,0.10954504490826333,0.05,0.031909008981652665,delivers_same
6142,460,dry_bulk,0.2,42.17061831372709,maritime+multimodal+waterways+multimodal+roads,2.4222279732939214,0.0,1090.0465182400849,3855.776445899726,True,61.167521030665434,True,1000.0,90.75503348254688,0.0,1004.7728575858989,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,48.49945701710687,True,1000.0,2.4222279732939214,526.0730514386895,0.0,4833.799728933208,maritime+multimodal+railways+multimodal+roads,free,0.15007697198785586,1000.0,200.03001539439757,gives_up
6142,461,dry_bulk,0.2,43.11969945184595,maritime+multimodal+waterways+multimodal,0.0,0.0,1149.857768684962,3855.776445899726,False,,,,,,,,,True,49.17619562816905,True,1000.0,0.0,547.8176725677072,0.0,4833.799728933208,maritime+multimodal+railways+multimodal,free,0.14045775488501966,1000.0,200.02809155097702,gives_up
6142,2022,dry_bulk,0.2,42.046277277764666,maritime+multimodal+waterways+multimodal,0.0,0.0,1090.0465182400849,3855.776445899726,False,,,,,,,,,True,48.37511598114445,True,1000.0,0.0,526.0730514386895,0.0,4833.799728933208,maritime+multimodal+railways+multimodal,free,0.15052078597994356,1000.0,200.03010415719598,gives_up
6142,445,dry_bulk,0.2,44.77832106022819,maritime+multimodal+waterways+multimodal+roads,92.88539843237076,0.0,965.0594380161945,3855.776445899726,True,64.1695672714696,True,1000.0,149.23645375795286,0.0,1004.7728575858989,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,48.03597728391402,True,1000.0,359.9091081995819,0.0,238.2143785495571,4295.327167681763,maritime+multimodal+waterways+multimodal+roads,free,0.07275074514973867,1000.0,200.01455014902996,gives_up
6142,1532,dry_bulk,0.2,40.806513013673985,maritime+multimodal+waterways+multimodal+roads,15.51251440858761,0.0,965.0594380161945,3855.776445899726,True,59.80341573061233,True,1000.0,103.84531991784056,0.0,879.7857773620085,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.31224425981991,True,1000.0,15.51251440858761,362.58772469545903,258.95105059737625,4295.327167681763,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.13492285518983205,1000.0,200.02698457103799,gives_up
6142,501,dry_bulk,0.2,41.515638435978076,maritime+multimodal+waterways+multimodal+roads,29.32664601191391,0.0,965.0594380161945,3855.776445899726,True,60.51254115291642,True,1000.0,117.65945152116686,0.0,879.7857773620085,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,47.021369682124,True,1000.0,29.32664601191391,362.58772469545903,258.95105059737625,4295.327167681763,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.13261824829302338,1000.0,200.02652364965863,gives_up
6142,1270,dry_bulk,0.2,40.010203940699824,maritime+multimodal+waterways+multimodal,0.0,0.0,965.0594380161945,3855.776445899726,False,,,,,,,,,True,45.51593518684575,True,1000.0,0.0,362.58772469545903,258.95105059737625,4295.327167681763,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.13760817751156962,1000.0,200.02752163550232,gives_up
6142,1306,dry_bulk,0.2,33.90133952789699,maritime+multimodal+waterways+multimodal,0.0,0.0,598.853973248024,3855.776445899726,False,,,,,,,,,True,40.56531961459621,True,1000.0,0.0,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal,free,0.19656981639960036,1000.0,200.03931396327994,gives_up
6142,741,dry_bulk,0.2,39.27002919751116,maritime+multimodal+waterways+multimodal+roads,77.61936980158896,0.0,684.2659344359806,3855.776445899726,True,58.26693191444951,True,1000.0,165.9521753108419,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,45.97308939311726,True,1000.0,338.70025045291254,0.0,280.01115376626973,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.17069150017415646,1000.0,200.03413830003484,gives_up
6142,841,dry_bulk,0.2,39.64900571597708,maritime+multimodal+waterways+multimodal+roads,85.0020292522239,0.0,684.2659344359806,3855.776445899726,True,58.645908432915434,True,1000.0,173.33483476147686,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,46.35206591158319,True,1000.0,346.0829099035475,0.0,280.01115376626973,3855.776445899726,maritime+multimodal+waterways+multimodal+roads,free,0.16905998207427997,1000.0,200.03381199641487,gives_up
6142,500,dry_bulk,0.2,37.75844936936348,maritime+multimodal+waterways+multimodal+roads,48.173009512997936,0.0,684.2659344359806,3855.776445899726,True,56.75535208630183,True,1000.0,136.50581502225089,0.0,598.9922737817947,3855.776445899726,maritime+multimodal+waterways+multimodal+roads+multimodal+waterways+multimodal+roads,True,45.1738698210379,True,1000.0,89.77695207353932,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.19639102175872591,1000.0,200.03927820435175,gives_up
6142,1307,dry_bulk,0.2,35.285568214362925,maritime+multimodal+waterways+multimodal,0.0,0.0,684.2659344359806,3855.776445899726,False,,,,,,,,,True,42.70098866603734,True,1000.0,41.60394256054138,262.5260696345766,264.47582399056853,3855.776445899726,maritime+multimodal+waterways+multimodal+railways+multimodal+roads,free,0.21015448601040188,1000.0,200.0420308972021,gives_up
